date,NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 NowCast Mass Concentration [ug/m3],humidity,latitude,longitude,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pressure,temperature
2022-04-13 09:00:00,,32.99,34.26,72.28,51.9,94.0,32.65,63.05,4.687633756,-74.16129282,,,,,,,30.69,,,,16.28
2022-04-13 10:00:00,,34.36,42.78,83.87,61.54,97.0,34.15,60.26,4.687633756,-74.16129282,,,,,,,35.87,,,,16.74
2022-04-13 11:00:00,,29.97,35.97,67.37,50.03,93.0,32.08,58.71,4.687633756,-74.16129282,,,,,,,29.69,,,,17.49
2022-04-13 12:00:00,,22.87,30.82,61.91,44.45,88.0,29.88,55.6,4.687633756,-74.16129282,,,,,,,26.7,,,,18.57
2022-04-13 13:00:00,,35.86,36.4,67.65,49.97,88.0,29.79,57.49,4.687633756,-74.16129282,,,,,,,29.66,,,,18.2
2022-04-13 14:00:00,,26.62,27.86,54.55,40.12,84.0,27.73,55.09,4.687633756,-74.16129282,,,,,,,24.37,,,,19.35
2022-04-13 15:00:00,,-3.61,26.14,50.66,38.41,80.0,25.83,45.07,4.687633756,-74.16129282,,,,,,,23.46,,,,23.53
2022-04-13 16:00:00,,15.23,27.18,54.77,40.49,79.0,25.3,47.38,4.687633756,-74.16129282,,,,,,,24.57,,,,21.81
2022-04-13 17:00:00,,27.08,25.67,52.04,38.26,77.0,24.47,51.18,4.687633756,-74.16129282,,,,,,,23.38,,,,19.56
2022-04-13 18:00:00,,29.61,26.16,54.67,39.14,77.0,24.46,50.65,4.687633756,-74.16129282,,,,,,,23.85,,,,18.45
2022-04-13 19:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-13 20:00:00,,39.62,30.39,65.19,46.39,80.0,25.94,61.02,4.687633756,-74.16129282,,,,,,,27.74,,,,16.19
2022-04-13 21:00:00,,37.47,31.45,69.85,48.33,83.0,27.1,62.66,4.687633756,-74.16129282,,,,,,,28.78,,,,15.9
2022-04-13 22:00:00,,32.83,32.91,73.08,50.73,83.0,27.43,63.37,4.687633756,-74.16129282,,,,,,,30.07,,,,15.34
2022-04-13 23:00:00,,32.44,33.84,74.51,53.08,86.0,28.67,64.12,4.687633756,-74.16129282,,,,,,,31.33,,,,14.26
2022-04-14 01:00:00,,31.64,34.25,74.45,53.16,88.0,29.75,69.07,4.687633756,-74.16129282,,,,,,,31.37,,,,12.62
2022-04-14 02:00:00,,30.99,42.09,96.55,69.7,99.0,34.69,71.89,4.687633756,-74.16129282,,,,,,,40.25,,,,11.9
2022-04-14 03:00:00,,31.32,39.52,90.73,63.16,101.0,35.56,72.67,4.687633756,-74.16129282,,,,,,,36.74,,,,11.41
2022-04-14 04:00:00,,31.58,37.46,88.3,61.15,101.0,35.61,76.43,4.687633756,-74.16129282,,,,,,,35.66,,,,10.49
2022-04-14 05:00:00,,30.68,40.1,94.68,64.72,103.0,36.39,77.39,4.687633756,-74.16129282,,,,,,,37.57,,,,10.23
2022-04-14 06:00:00,,33.27,38.16,92.68,62.74,102.0,36.06,79.54,4.687633756,-74.16129282,,,,,,,36.51,,,,10.2
2022-04-14 07:00:00,,26.75,37.93,90.75,61.78,102.0,36.04,76.48,4.687633756,-74.16129282,,,,,,,36.0,,,,11.77
2022-04-14 08:00:00,,17.85,31.09,69.97,49.6,97.0,34.1,69.3,4.687633756,-74.16129282,,,,,,,29.46,,,,13.71
2022-04-14 09:00:00,,12.63,30.83,64.93,47.25,93.0,32.3,63.1,4.687633756,-74.16129282,,,,,,,28.2,,,,15.82
2022-04-14 10:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 11:00:00,,-16.17,11.31,21.5,17.31,64.0,18.26,43.74,4.687633756,-74.16129282,,,,,,,12.13,,,,21.91
2022-04-14 12:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 13:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 14:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 15:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 16:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 17:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 18:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 19:00:00,,,,,,,,,4.687633756,-74.16129282,,,,,,,,,,,
2022-04-14 20:00:00,,31.32,29.19,64.01,45.95,,,66.12,4.687633756,-74.16129282,,,,,,,27.5,,,,17.0
2022-04-14 21:00:00,,23.38,24.3,50.57,37.54,77.0,24.49,64.99,4.687633756,-74.16129282,,,,,,,22.99,,,,16.23
2022-04-14 22:00:00,,35.99,26.18,56.08,40.63,77.0,24.58,68.06,4.687633756,-74.16129282,,,,,,,24.65,,,,15.22
2022-04-14 23:00:00,,35.01,27.44,58.86,42.36,78.0,25.11,70.61,4.687633756,-74.16129282,,,,,,,25.57,,,,14.31
2022-04-15 01:00:00,,29.75,30.8,69.84,49.66,82.0,26.72,75.58,4.687633756,-74.16129282,,,,,,,29.5,,,,13.15
2022-04-15 02:00:00,,25.23,32.52,73.78,52.38,85.0,28.05,76.5,4.687633756,-74.16129282,,,,,,,30.95,,,,13.06
2022-04-15 03:00:00,,28.26,39.27,84.54,61.71,91.0,31.35,76.44,4.687633756,-74.16129282,,,,,,,35.96,,,,12.95
2022-04-15 04:00:00,,26.05,33.49,75.11,53.88,92.0,31.5,78.05,4.687633756,-74.16129282,,,,,,,31.76,,,,12.57
2022-04-15 05:00:00,,29.18,36.16,81.95,58.05,94.0,32.41,77.6,4.687633756,-74.16129282,,,,,,,34.0,,,,12.91
2022-04-15 06:00:00,,27.26,36.18,82.6,58.35,95.0,33.05,77.01,4.687633756,-74.16129282,,,,,,,34.16,,,,13.3
2022-04-15 07:00:00,,27.7,34.84,80.68,55.81,95.0,32.95,75.87,4.687633756,-74.16129282,,,,,,,32.79,,,,13.95
2022-04-15 08:00:00,,18.8,31.51,70.11,50.2,92.0,31.81,70.5,4.687633756,-74.16129282,,,,,,,29.78,,,,15.59
2022-04-15 09:00:00,,2.5,24.84,51.7,37.75,86.0,28.7,60.39,4.687633756,-74.16129282,,,,,,,23.1,,,,17.62
2022-04-15 10:00:00,,-5.55,16.64,30.57,24.96,71.0,21.77,54.88,4.687633756,-74.16129282,,,,,,,16.24,,,,19.35
2022-04-15 11:00:00,,-10.59,10.91,20.6,15.59,60.0,16.49,50.62,4.687633756,-74.16129282,,,,,,,11.21,,,,20.71
2022-04-15 12:00:00,,-21.76,9.99,18.05,14.41,54.0,13.53,43.48,4.687633756,-74.16129282,,,,,,,10.57,,,,23.55
2022-04-15 13:00:00,,-12.49,12.38,21.6,17.85,53.0,12.97,44.46,4.687633756,-74.16129282,,,,,,,12.42,,,,24.67
2022-04-15 14:00:00,,1.19,21.54,41.52,32.2,60.0,16.55,51.68,4.687633756,-74.16129282,,,,,,,20.12,,,,24.49
2022-04-15 15:00:00,,-9.4,18.34,32.38,26.34,61.0,16.76,48.57,4.687633756,-74.16129282,,,,,,,16.98,,,,24.79
2022-04-15 16:00:00,,4.9,19.35,34.72,28.42,62.0,17.43,53.66,4.687633756,-74.16129282,,,,,,,18.1,,,,23.65
2022-04-15 17:00:00,,-0.66,12.0,21.64,16.96,56.0,14.68,49.99,4.687633756,-74.16129282,,,,,,,11.94,,,,22.24
2022-04-15 18:00:00,,13.09,16.24,30.61,23.52,57.0,15.07,54.27,4.687633756,-74.16129282,,,,,,,15.46,,,,20.79
2022-04-15 19:00:00,,25.11,18.25,34.39,27.46,60.0,16.32,62.29,4.687633756,-74.16129282,,,,,,,17.58,,,,19.31
2022-04-15 20:00:00,,20.86,19.6,39.69,30.34,63.0,17.72,64.73,4.687633756,-74.16129282,,,,,,,19.12,,,,18.02
2022-04-15 21:00:00,,31.53,22.52,48.27,34.69,67.0,19.59,66.31,4.687633756,-74.16129282,,,,,,,21.46,,,,16.85
2022-04-15 22:00:00,,28.36,24.16,51.87,36.76,70.0,21.08,65.9,4.687633756,-74.16129282,,,,,,,22.57,,,,16.51
2022-04-15 23:00:00,,29.19,21.37,47.14,33.81,70.0,21.04,66.41,4.687633756,-74.16129282,,,,,,,20.99,,,,15.95
2022-04-16 01:00:00,,23.6,16.7,37.0,26.71,65.0,18.84,66.94,4.687633756,-74.16129282,,,,,,,17.18,,,,15.39
2022-04-16 02:00:00,,33.68,25.27,56.72,40.43,71.0,21.65,72.16,4.687633756,-74.16129282,,,,,,,24.54,,,,14.83
2022-04-16 03:00:00,,35.78,26.71,60.2,43.15,76.0,23.82,75.06,4.687633756,-74.16129282,,,,,,,26.0,,,,13.77
2022-04-16 04:00:00,,34.25,51.0,98.15,74.55,96.0,33.34,76.42,4.687633756,-74.16129282,,,,,,,42.85,,,,13.0
2022-04-16 05:00:00,,33.65,32.3,73.28,50.13,92.0,31.54,76.95,4.687633756,-74.16129282,,,,,,,29.74,,,,12.57
2022-04-16 06:00:00,,35.73,32.78,75.71,52.22,91.0,31.21,77.92,4.687633756,-74.16129282,,,,,,,30.87,,,,12.5
2022-04-16 07:00:00,,35.02,44.82,86.53,65.05,98.0,34.48,75.42,4.687633756,-74.16129282,,,,,,,37.75,,,,13.6
2022-04-16 08:00:00,,23.96,28.35,58.34,43.29,89.0,30.28,67.5,4.687633756,-74.16129282,,,,,,,26.08,,,,15.64
2022-04-16 09:00:00,,15.69,25.29,49.94,36.78,81.0,26.43,61.75,4.687633756,-74.16129282,,,,,,,22.58,,,,17.85
2022-04-16 10:00:00,,0.25,14.65,26.42,19.84,68.0,19.96,54.37,4.687633756,-74.16129282,,,,,,,13.49,,,,20.05
2022-04-16 11:00:00,,-7.29,12.31,22.3,15.94,59.0,15.67,48.83,4.687633756,-74.16129282,,,,,,,11.39,,,,22.51
2022-04-16 12:00:00,,-5.23,8.99,18.04,12.45,52.0,12.6,45.08,4.687633756,-74.16129282,,,,,,,9.52,,,,24.13
2022-04-16 13:00:00,,-3.88,19.61,35.79,29.03,58.0,15.51,46.83,4.687633756,-74.16129282,,,,,,,18.42,,,,26.09
2022-04-16 14:00:00,,-14.91,13.13,22.79,18.65,55.0,14.18,45.17,4.687633756,-74.16129282,,,,,,,12.85,,,,26.5
2022-04-16 15:00:00,,-2.9,9.86,18.32,14.21,51.0,12.32,47.38,4.687633756,-74.16129282,,,,,,,10.47,,,,24.68
2022-04-16 16:00:00,,13.64,9.45,16.58,13.63,47.0,11.23,53.03,4.687633756,-74.16129282,,,,,,,10.16,,,,21.89
2022-04-16 17:00:00,,27.31,11.2,19.84,15.7,47.0,11.25,57.68,4.687633756,-74.16129282,,,,,,,11.27,,,,19.7
2022-04-16 18:00:00,,29.9,10.37,20.14,14.75,46.0,11.0,60.4,4.687633756,-74.16129282,,,,,,,10.76,,,,18.97
2022-04-16 19:00:00,,31.96,8.39,16.22,11.89,42.0,10.11,63.07,4.687633756,-74.16129282,,,,,,,9.22,,,,18.58
2022-04-16 20:00:00,,36.6,8.91,18.24,13.35,42.0,10.05,67.82,4.687633756,-74.16129282,,,,,,,10.0,,,,17.1
2022-04-16 21:00:00,,41.14,6.82,13.94,9.41,37.0,8.97,74.35,4.687633756,-74.16129282,,,,,,,7.89,,,,16.02
2022-04-16 22:00:00,,41.05,13.37,25.22,19.16,46.0,11.05,77.82,4.687633756,-74.16129282,,,,,,,13.12,,,,14.67
2022-04-16 23:00:00,,34.94,11.61,25.32,17.3,48.0,11.59,78.38,4.687633756,-74.16129282,,,,,,,12.12,,,,14.3
2022-04-17 01:00:00,,28.98,5.64,12.36,8.55,35.0,8.5,81.83,4.687633756,-74.16129282,,,,,,,7.43,,,,13.71
2022-04-17 02:00:00,,34.41,11.2,24.16,17.82,43.0,10.31,82.31,4.687633756,-74.16129282,,,,,,,12.4,,,,13.4
2022-04-17 03:00:00,,29.54,5.14,13.27,8.45,37.0,8.95,81.91,4.687633756,-74.16129282,,,,,,,7.38,,,,13.1
2022-04-17 04:00:00,,29.89,11.59,26.94,19.14,45.0,10.88,81.93,4.687633756,-74.16129282,,,,,,,13.11,,,,13.31
2022-04-17 05:00:00,,31.24,17.39,36.11,26.51,55.0,14.03,81.41,4.687633756,-74.16129282,,,,,,,17.07,,,,13.32
2022-04-17 06:00:00,,30.04,24.75,53.46,38.51,65.0,18.77,81.15,4.687633756,-74.16129282,,,,,,,23.51,,,,13.26
2022-04-17 07:00:00,,32.4,32.27,66.59,48.81,76.0,23.91,80.22,4.687633756,-74.16129282,,,,,,,29.04,,,,13.78
2022-04-17 08:00:00,,26.55,14.97,28.89,21.92,66.0,19.26,77.34,4.687633756,-74.16129282,,,,,,,14.61,,,,14.82
2022-04-17 09:00:00,,17.21,11.15,20.79,15.56,58.0,15.22,72.05,4.687633756,-74.16129282,,,,,,,11.19,,,,16.19
2022-04-17 10:00:00,,6.54,14.97,27.93,21.45,57.0,14.79,64.97,4.687633756,-74.16129282,,,,,,,14.35,,,,18.15
2022-04-17 11:00:00,,-7.99,11.21,18.24,14.81,52.0,12.79,58.46,4.687633756,-74.16129282,,,,,,,10.79,,,,20.16
2022-04-17 12:00:00,,19.34,14.43,27.0,20.27,53.0,13.25,64.87,4.687633756,-74.16129282,,,,,,,13.72,,,,19.25
2022-04-17 13:00:00,,38.34,22.11,44.26,34.39,62.0,17.28,77.57,4.687633756,-74.16129282,,,,,,,21.3,,,,16.85
2022-04-17 14:00:00,,35.43,17.12,31.18,25.29,61.0,16.85,78.41,4.687633756,-74.16129282,,,,,,,16.41,,,,16.75
2022-04-17 15:00:00,,26.77,14.97,28.17,22.53,59.0,15.89,76.31,4.687633756,-74.16129282,,,,,,,14.93,,,,17.82
2022-04-17 16:00:00,,11.08,13.64,24.61,19.8,56.0,14.68,69.98,4.687633756,-74.16129282,,,,,,,13.47,,,,19.31
2022-04-17 17:00:00,,9.44,12.62,24.9,18.61,54.0,13.75,64.65,4.687633756,-74.16129282,,,,,,,12.83,,,,19.8
2022-04-17 18:00:00,,15.17,9.54,17.83,13.97,51.0,12.04,67.82,4.687633756,-74.16129282,,,,,,,10.34,,,,18.75
2022-04-17 19:00:00,,20.54,11.43,22.28,17.08,51.0,12.02,71.67,4.687633756,-74.16129282,,,,,,,12.0,,,,17.69
2022-04-17 20:00:00,,27.06,12.49,24.95,19.27,52.0,12.6,73.95,4.687633756,-74.16129282,,,,,,,13.18,,,,16.82
2022-04-17 21:00:00,,21.79,9.55,18.27,14.41,48.0,11.59,74.26,4.687633756,-74.16129282,,,,,,,10.57,,,,16.25
2022-04-17 22:00:00,,34.23,23.03,45.72,34.94,60.0,16.59,77.33,4.687633756,-74.16129282,,,,,,,21.59,,,,15.8
2022-04-17 23:00:00,,29.25,18.22,36.98,26.95,61.0,16.95,76.73,4.687633756,-74.16129282,,,,,,,17.31,,,,15.63
2022-04-18 01:00:00,,31.86,8.47,14.78,11.58,52.0,12.68,81.28,4.687633756,-74.16129282,,,,,,,9.05,,,,14.51
2022-04-18 02:00:00,,34.09,12.67,25.28,19.31,53.0,12.94,84.37,4.687633756,-74.16129282,,,,,,,13.2,,,,13.83
2022-04-18 03:00:00,,34.38,12.42,23.96,18.59,53.0,12.88,86.17,4.687633756,-74.16129282,,,,,,,12.82,,,,13.33
2022-04-18 04:00:00,,35.11,27.74,51.25,39.4,64.0,18.43,86.45,4.687633756,-74.16129282,,,,,,,23.99,,,,13.23
2022-04-18 05:00:00,,36.7,30.6,58.95,43.93,73.0,22.43,86.87,4.687633756,-74.16129282,,,,,,,26.42,,,,13.22
2022-04-18 06:00:00,,41.43,44.85,81.74,62.88,88.0,29.51,86.46,4.687633756,-74.16129282,,,,,,,36.59,,,,13.44
