date,NO2 1-Hour Mean Concentration Calibrated [ppb],NO2 1-Hour Mean Concentration Raw [ppb],PM1 1-Hour Mean Mass Concentration Raw [ug/m3],PM10 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 1-Hour Mean Mass Concentration Raw [ug/m3],PM2.5 NowCast AQI (US EPA),PM2.5 NowCast Mass Concentration [ug/m3],humidity,latitude,longitude,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pressure,temperature
2024-11-08 10:00:00,,,,,,,,50.217,,,37.6485,38.418,36.879,65.0335,66.04,64.027,50.2865,51.28,49.293,753.431,22.00944444
2024-11-08 10:00:00,,,,,,,,50.217,,,37.6485,38.418,36.879,65.0335,66.04,64.027,50.2865,51.28,49.293,753.431,22.00944444
2024-11-08 11:00:00,,,,,,,,50.492,,,34.9155,35.855,33.976,56.0805,57.508,54.653,45.0765,46.341,43.812,752.826,21.85666667
2024-11-08 11:00:00,,,,,,,,50.492,,,34.9155,35.855,33.976,56.0805,57.508,54.653,45.0765,46.341,43.812,752.826,21.85666667
2024-11-08 12:00:00,,,,,,,,54.055,,,32.843,34.279,31.407,51.93,54.376,49.484,42.5135,44.416,40.611,752.001,21.13555556
2024-11-08 12:00:00,,,,,,,,54.055,,,32.843,34.279,31.407,51.93,54.376,49.484,42.5135,44.416,40.611,752.001,21.13555556
2024-11-08 13:00:00,,,,,,,,47.459,,,31.685,32.917,30.453,55.115,56.486,53.744,41.7955,43.248,40.343,750.801,23.21333333
2024-11-08 13:00:00,,,,,,,,47.459,,,31.685,32.917,30.453,55.115,56.486,53.744,41.7955,43.248,40.343,750.801,23.21333333
2024-11-08 14:00:00,,,,,,,,44.861,,,27.832,28.437,27.227,50.1745,50.933,49.416,37.6315,38.529,36.734,750.282,23.76388889
2024-11-08 14:00:00,,,,,,,,44.861,,,27.832,28.437,27.227,50.1745,50.933,49.416,37.6315,38.529,36.734,750.282,23.76388889
2024-11-08 15:00:00,,,,,,,,46.117,,,28.3625,29.073,27.652,48.975,49.716,48.234,37.48,38.508,36.452,750.307,23.54611111
2024-11-08 15:00:00,,,,,,,,46.117,,,28.3625,29.073,27.652,48.975,49.716,48.234,37.48,38.508,36.452,750.307,23.54611111
2024-11-08 16:00:00,,,,,,,,57.583,,,14.944,15.117,14.771,23.2895,23.774,22.805,19.5185,20.098,18.939,750.736,20.96277778
2024-11-08 16:00:00,,,,,,,,57.583,,,14.944,15.117,14.771,23.2895,23.774,22.805,19.5185,20.098,18.939,750.736,20.96277778
2024-11-08 17:00:00,,,,,,,,63.672,,,14.5725,14.892,14.253,21.232,22.079,20.385,18.911,19.633,18.189,751.428,19.65444444
2024-11-08 17:00:00,,,,,,,,63.672,,,14.5725,14.892,14.253,21.232,22.079,20.385,18.911,19.633,18.189,751.428,19.65444444
2024-11-08 18:00:00,,,,,,,,60.867,,,12.1645,12.721,11.608,17.1495,18.003,16.296,15.1705,15.977,14.364,752.154,19.61111111
2024-11-08 18:00:00,,,,,,,,60.867,,,12.1645,12.721,11.608,17.1495,18.003,16.296,15.1705,15.977,14.364,752.154,19.61111111
2024-11-08 19:00:00,,,,,,,,60.517,,,5.4465,5.789,5.104,7.3355,7.768,6.903,6.559,7.005,6.113,752.952,19.42166667
2024-11-08 19:00:00,,,,,,,,60.517,,,5.4465,5.789,5.104,7.3355,7.768,6.903,6.559,7.005,6.113,752.952,19.42166667
2024-11-08 20:00:00,,,,,,,,58.236,,,3.8525,4.118,3.587,6.411,6.74,6.082,4.9915,5.316,4.667,753.69,19.5
2024-11-08 20:00:00,,,,,,,,58.236,,,3.8525,4.118,3.587,6.411,6.74,6.082,4.9915,5.316,4.667,753.69,19.5
2024-11-08 21:00:00,,,,,,,,57.017,,,9.833,10.214,9.452,14.7295,15.309,14.15,12.5625,13.151,11.974,754.024,19.78722222
2024-11-08 21:00:00,,,,,,,,57.017,,,9.833,10.214,9.452,14.7295,15.309,14.15,12.5625,13.151,11.974,754.024,19.78722222
2024-11-08 22:00:00,,,,,,,,55.592,,,11.9235,12.636,11.211,20.6045,20.927,20.282,15.4935,16.248,14.739,753.959,20.0
2024-11-08 22:00:00,,,,,,,,55.592,,,11.9235,12.636,11.211,20.6045,20.927,20.282,15.4935,16.248,14.739,753.959,20.0
2024-11-08 23:00:00,,,,,,,,56.3,,,5.6745,5.986,5.363,9.0615,9.611,8.512,7.362,7.722,7.002,753.505,19.74111111
2024-11-08 23:00:00,,,,,,,,56.3,,,5.6745,5.986,5.363,9.0615,9.611,8.512,7.362,7.722,7.002,753.505,19.74111111
2024-11-09 00:00:00,,,,,,,,56.934,,,4.0485,4.305,3.792,7.694,7.915,7.473,5.5515,5.812,5.291,753.01,19.53722222
2024-11-09 00:00:00,,,,,,,,56.934,,,4.0485,4.305,3.792,7.694,7.915,7.473,5.5515,5.812,5.291,753.01,19.53722222
2024-11-09 01:00:00,,,,,,,,55.167,,,4.645,4.841,4.449,8.187,8.625,7.749,6.492,6.775,6.209,752.565,19.61111111
2024-11-09 01:00:00,,,,,,,,55.167,,,4.645,4.841,4.449,8.187,8.625,7.749,6.492,6.775,6.209,752.565,19.61111111
2024-11-09 02:00:00,,,,,,,,56.733,,,9.898,10.606,9.19,15.0845,16.076,14.093,12.533,13.331,11.735,752.307,19.38888889
2024-11-09 02:00:00,,,,,,,,56.733,,,9.898,10.606,9.19,15.0845,16.076,14.093,12.533,13.331,11.735,752.307,19.38888889
2024-11-09 03:00:00,,,,,,,,56.6,,,8.695,9.093,8.297,13.106,13.676,12.536,11.122,11.643,10.601,752.32,19.29611111
2024-11-09 03:00:00,,,,,,,,56.6,,,8.695,9.093,8.297,13.106,13.676,12.536,11.122,11.643,10.601,752.32,19.29611111
2024-11-09 04:00:00,,,,,,,,61.4,,,9.9545,10.874,9.035,13.1795,14.393,11.966,11.768,12.861,10.675,752.781,18.33333333
2024-11-09 04:00:00,,,,,,,,61.4,,,9.9545,10.874,9.035,13.1795,14.393,11.966,11.768,12.861,10.675,752.781,18.33333333
2024-11-09 05:00:00,,,,,,,,63.2,,,19.6305,20.791,18.47,28.063,30.09,26.036,24.2155,25.92,22.511,753.305,18.25944444
2024-11-09 05:00:00,,,,,,,,63.2,,,19.6305,20.791,18.47,28.063,30.09,26.036,24.2155,25.92,22.511,753.305,18.25944444
2024-11-09 06:00:00,,,,,,,,62.9,,,18.554,19.693,17.415,25.7995,27.63,23.969,22.727,24.355,21.099,753.776,18.5
2024-11-09 06:00:00,,,,,,,,62.9,,,18.554,19.693,17.415,25.7995,27.63,23.969,22.727,24.355,21.099,753.776,18.5
2024-11-09 07:00:00,,,,,,,,57.833,,,23.822,25.24,22.404,34.1995,36.694,31.705,29.1405,31.008,27.273,754.313,19.74055556
2024-11-09 07:00:00,,,,,,,,57.833,,,23.822,25.24,22.404,34.1995,36.694,31.705,29.1405,31.008,27.273,754.313,19.74055556
2024-11-09 08:00:00,,,,,,,,51.05,,,22.149,23.601,20.697,34.5645,36.129,33.0,27.4935,29.248,25.739,754.551,21.30555556
2024-11-09 08:00:00,,,,,,,,51.05,,,22.149,23.601,20.697,34.5645,36.129,33.0,27.4935,29.248,25.739,754.551,21.30555556
2024-11-09 09:00:00,,,,,,,,44.117,,,25.629,27.063,24.195,40.338,42.113,38.563,31.913,33.797,30.029,754.302,23.22666667
2024-11-09 09:00:00,,,,,,,,44.117,,,25.629,27.063,24.195,40.338,42.113,38.563,31.913,33.797,30.029,754.302,23.22666667
2024-11-09 10:00:00,,,,,,,,39.934,,,23.2535,24.145,22.362,35.6395,37.367,33.912,29.2625,30.761,27.764,753.689,25.42611111
2024-11-09 10:00:00,,,,,,,,39.934,,,23.2535,24.145,22.362,35.6395,37.367,33.912,29.2625,30.761,27.764,753.689,25.42611111
2024-11-09 11:00:00,,,,,,,,34.875,,,11.1295,11.825,10.434,17.271,18.099,16.443,13.8965,14.819,12.974,752.726,27.38388889
2024-11-09 11:00:00,,,,,,,,34.875,,,11.1295,11.825,10.434,17.271,18.099,16.443,13.8965,14.819,12.974,752.726,27.38388889
2024-11-09 12:00:00,,,,,,,,33.5,,,7.508,8.011,7.005,11.408,12.184,10.632,9.2375,9.934,8.541,751.798,28.5
2024-11-09 12:00:00,,,,,,,,33.5,,,7.508,8.011,7.005,11.408,12.184,10.632,9.2375,9.934,8.541,751.798,28.5
2024-11-09 13:00:00,,,,,,,,39.534,,,10.9885,10.943,11.034,14.3445,14.823,13.866,13.2575,13.687,12.828,750.875,27.85166667
2024-11-09 13:00:00,,,,,,,,39.534,,,10.9885,10.943,11.034,14.3445,14.823,13.866,13.2575,13.687,12.828,750.875,27.85166667
2024-11-09 14:00:00,,,,,,,,45.058,,,13.0245,13.102,12.947,17.0055,17.615,16.396,15.827,16.459,15.195,750.502,25.81055556
2024-11-09 14:00:00,,,,,,,,45.058,,,13.0245,13.102,12.947,17.0055,17.615,16.396,15.827,16.459,15.195,750.502,25.81055556
2024-11-09 15:00:00,,,,,,,,51.6,,,13.4085,13.53,13.287,17.881,18.433,17.329,16.424,17.043,15.805,750.985,23.03666667
2024-11-09 15:00:00,,,,,,,,51.6,,,13.4085,13.53,13.287,17.881,18.433,17.329,16.424,17.043,15.805,750.985,23.03666667
2024-11-09 16:00:00,,,,,,,,57.159,,,12.065,12.292,11.838,15.709,16.773,14.645,14.6615,15.457,13.866,751.502,21.62055556
2024-11-09 16:00:00,,,,,,,,57.159,,,12.065,12.292,11.838,15.709,16.773,14.645,14.6615,15.457,13.866,751.502,21.62055556
2024-11-09 17:00:00,,,,,,,,66.966,,,17.4105,18.777,16.044,25.381,27.556,23.206,21.308,23.131,19.485,751.969,17.62944444
2024-11-09 17:00:00,,,,,,,,66.966,,,17.4105,18.777,16.044,25.381,27.556,23.206,21.308,23.131,19.485,751.969,17.62944444
2024-11-09 18:00:00,,,,,,,,64.034,,,13.49,14.261,12.719,17.889,19.196,16.582,16.1965,17.403,14.99,752.68,18.75944444
2024-11-09 18:00:00,,,,,,,,64.034,,,13.49,14.261,12.719,17.889,19.196,16.582,16.1965,17.403,14.99,752.68,18.75944444
2024-11-09 19:00:00,,,,,,,,60.867,,,19.8765,20.788,18.965,29.241,31.072,27.41,25.006,26.45,23.562,753.291,19.315
2024-11-09 19:00:00,,,,,,,,60.867,,,19.8765,20.788,18.965,29.241,31.072,27.41,25.006,26.45,23.562,753.291,19.315
2024-11-09 20:00:00,,,,,,,,58.017,,,22.534,23.288,21.78,34.643,36.344,32.942,29.0915,30.453,27.73,753.774,20.45833333
2024-11-09 20:00:00,,,,,,,,58.017,,,22.534,23.288,21.78,34.643,36.344,32.942,29.0915,30.453,27.73,753.774,20.45833333
2024-11-09 21:00:00,,,,,,,,57.142,,,21.626,22.302,20.95,35.953,36.618,35.288,28.963,30.002,27.924,754.153,20.94
2024-11-09 21:00:00,,,,,,,,57.142,,,21.626,22.302,20.95,35.953,36.618,35.288,28.963,30.002,27.924,754.153,20.94
2024-11-09 22:00:00,,,,,,,,57.367,,,21.245,21.846,20.644,35.0565,35.637,34.476,27.9605,28.915,27.006,753.974,20.53666667
2024-11-09 22:00:00,,,,,,,,57.367,,,21.245,21.846,20.644,35.0565,35.637,34.476,27.9605,28.915,27.006,753.974,20.53666667
2024-11-09 23:00:00,,,,,,,,58.4,,,18.5995,18.95,18.249,28.4465,29.303,27.59,23.9145,24.742,23.087,753.698,19.98111111
2024-11-09 23:00:00,,,,,,,,58.4,,,18.5995,18.95,18.249,28.4465,29.303,27.59,23.9145,24.742,23.087,753.698,19.98111111
2024-11-10 00:00:00,,,,,,,,57.834,,,18.337,18.877,17.797,26.7915,27.872,25.711,23.256,24.328,22.184,753.364,20.16666667
2024-11-10 00:00:00,,,,,,,,57.834,,,18.337,18.877,17.797,26.7915,27.872,25.711,23.256,24.328,22.184,753.364,20.16666667
2024-11-10 01:00:00,,,,,,,,58.234,,,19.4225,19.833,19.012,27.7355,28.703,26.768,24.572,25.702,23.442,752.958,20.14833333
2024-11-10 01:00:00,,,,,,,,58.234,,,19.4225,19.833,19.012,27.7355,28.703,26.768,24.572,25.702,23.442,752.958,20.14833333
2024-11-10 02:00:00,,,,,,,,62.7,,,19.255,19.731,18.779,27.637,28.785,26.489,24.536,25.584,23.488,752.764,19.16666667
2024-11-10 02:00:00,,,,,,,,62.7,,,19.255,19.731,18.779,27.637,28.785,26.489,24.536,25.584,23.488,752.764,19.16666667
2024-11-10 03:00:00,,,,,,,,64.8,,,6.3835,6.675,6.092,8.7435,9.295,8.192,7.8175,8.332,7.303,752.781,18.5
2024-11-10 03:00:00,,,,,,,,64.8,,,6.3835,6.675,6.092,8.7435,9.295,8.192,7.8175,8.332,7.303,752.781,18.5
2024-11-10 04:00:00,,,,,,,,65.633,,,7.0385,7.612,6.465,9.251,10.082,8.42,8.3085,9.005,7.612,753.207,18.29611111
2024-11-10 04:00:00,,,,,,,,65.633,,,7.0385,7.612,6.465,9.251,10.082,8.42,8.3085,9.005,7.612,753.207,18.29611111
2024-11-10 05:00:00,,,,,,,,66.133,,,15.3,15.787,14.813,21.502,22.508,20.496,19.332,20.153,18.511,753.718,18.33333333
2024-11-10 05:00:00,,,,,,,,66.133,,,15.3,15.787,14.813,21.502,22.508,20.496,19.332,20.153,18.511,753.718,18.33333333
2024-11-10 06:00:00,,,,,,,,65.367,,,10.265,10.513,10.017,14.226,15.007,13.445,12.891,13.477,12.305,754.159,18.35222222
2024-11-10 06:00:00,,,,,,,,65.367,,,10.265,10.513,10.017,14.226,15.007,13.445,12.891,13.477,12.305,754.159,18.35222222
2024-11-10 07:00:00,,,,,,,,65.6,,,9.8585,10.383,9.334,13.5,14.367,12.633,11.89,12.623,11.157,754.886,18.62944444
2024-11-10 07:00:00,,,,,,,,65.6,,,9.8585,10.383,9.334,13.5,14.367,12.633,11.89,12.623,11.157,754.886,18.62944444
2024-11-10 08:00:00,,,,,,,,63.367,,,12.8375,13.25,12.425,17.25,18.315,16.185,15.693,16.529,14.857,755.418,19.55555556
2024-11-10 08:00:00,,,,,,,,63.367,,,12.8375,13.25,12.425,17.25,18.315,16.185,15.693,16.529,14.857,755.418,19.55555556
2024-11-10 09:00:00,,,,,,,,63.434,,,20.4205,21.259,19.582,29.2075,31.229,27.186,25.5345,27.02,24.049,755.571,19.14777778
2024-11-10 09:00:00,,,,,,,,63.434,,,20.4205,21.259,19.582,29.2075,31.229,27.186,25.5345,27.02,24.049,755.571,19.14777778
2024-11-10 10:00:00,,,,,,,,63.167,,,21.512,21.982,21.042,31.2205,32.879,29.562,27.5245,28.587,26.462,755.188,19.83333333
2024-11-10 10:00:00,,,,,,,,63.167,,,21.512,21.982,21.042,31.2205,32.879,29.562,27.5245,28.587,26.462,755.188,19.83333333
2024-11-10 11:00:00,,,,,,,,53.433,,,15.5775,16.074,15.081,21.8505,22.751,20.95,19.102,19.952,18.252,754.299,22.0
2024-11-10 11:00:00,,,,,,,,53.433,,,15.5775,16.074,15.081,21.8505,22.751,20.95,19.102,19.952,18.252,754.299,22.0
2024-11-10 12:00:00,,,,,,,,51.0,,,17.95,18.685,17.215,24.636,26.063,23.209,21.867,23.175,20.559,753.282,22.29611111
2024-11-10 12:00:00,,,,,,,,51.0,,,17.95,18.685,17.215,24.636,26.063,23.209,21.867,23.175,20.559,753.282,22.29611111
2024-11-10 13:00:00,,,,,,,,46.4,,,9.399,9.918,8.88,14.0845,14.821,13.348,11.646,12.466,10.826,752.099,22.98166667
2024-11-10 13:00:00,,,,,,,,46.4,,,9.399,9.918,8.88,14.0845,14.821,13.348,11.646,12.466,10.826,752.099,22.98166667
2024-11-10 14:00:00,,,,,,,,33.666,,,2.566,2.86,2.272,4.3835,4.721,4.046,3.2515,3.652,2.851,751.163,29.12944444
2024-11-10 14:00:00,,,,,,,,33.666,,,2.566,2.86,2.272,4.3835,4.721,4.046,3.2515,3.652,2.851,751.163,29.12944444
2024-11-10 15:00:00,,,,,,,,42.983,,,8.068,8.191,7.945,12.9405,13.151,12.73,10.752,11.044,10.46,751.051,26.56944444
2024-11-10 15:00:00,,,,,,,,42.983,,,8.068,8.191,7.945,12.9405,13.151,12.73,10.752,11.044,10.46,751.051,26.56944444
2024-11-10 16:00:00,,,,,,,,58.567,,,9.291,9.363,9.219,14.107,14.355,13.859,12.316,12.69,11.942,751.696,20.24055556
2024-11-10 16:00:00,,,,,,,,58.567,,,9.291,9.363,9.219,14.107,14.355,13.859,12.316,12.69,11.942,751.696,20.24055556
2024-11-10 17:00:00,,,,,,,,57.666,,,7.256,7.806,6.706,9.4855,10.287,8.684,8.686,9.405,7.967,752.312,19.62944444
2024-11-10 17:00:00,,,,,,,,57.666,,,7.256,7.806,6.706,9.4855,10.287,8.684,8.686,9.405,7.967,752.312,19.62944444
2024-11-10 18:00:00,,,,,,,,61.667,,,9.384,10.081,8.687,12.5445,13.598,11.491,11.3635,12.271,10.456,752.883,19.14833333
2024-11-10 18:00:00,,,,,,,,61.667,,,9.384,10.081,8.687,12.5445,13.598,11.491,11.3635,12.271,10.456,752.883,19.14833333
2024-11-10 19:00:00,,,,,,,,62.867,,,10.7795,11.274,10.285,14.87,15.768,13.972,13.3835,14.133,12.634,753.53,19.25944444
2024-11-10 19:00:00,,,,,,,,62.867,,,10.7795,11.274,10.285,14.87,15.768,13.972,13.3835,14.133,12.634,753.53,19.25944444
2024-11-10 20:00:00,,,,,,,,61.167,,,14.917,15.697,14.137,20.358,21.831,18.885,18.3735,19.621,17.126,754.126,19.85166667
2024-11-10 20:00:00,,,,,,,,61.167,,,14.917,15.697,14.137,20.358,21.831,18.885,18.3735,19.621,17.126,754.126,19.85166667
2024-11-10 21:00:00,,,,,,,,61.084,,,13.4235,13.919,12.928,18.7935,19.523,18.064,16.817,17.538,16.096,754.582,20.04166667
2024-11-10 21:00:00,,,,,,,,61.084,,,13.4235,13.919,12.928,18.7935,19.523,18.064,16.817,17.538,16.096,754.582,20.04166667
2024-11-10 22:00:00,,,,,,,,61.267,,,8.429,8.67,8.188,10.9725,11.599,10.346,10.217,10.777,9.657,754.642,19.92611111
2024-11-10 22:00:00,,,,,,,,61.267,,,8.429,8.67,8.188,10.9725,11.599,10.346,10.217,10.777,9.657,754.642,19.92611111
2024-11-10 23:00:00,,,,,,,,61.633,,,18.0075,18.21,17.805,26.1495,27.099,25.2,23.575,24.329,22.821,754.088,19.96333333
2024-11-10 23:00:00,,,,,,,,61.633,,,18.0075,18.21,17.805,26.1495,27.099,25.2,23.575,24.329,22.821,754.088,19.96333333
2024-11-11 00:00:00,,,,,,,,59.633,,,13.7215,13.536,13.907,19.343,19.956,18.73,17.973,18.316,17.63,753.532,19.96333333
2024-11-11 00:00:00,,,,,,,,59.633,,,13.7215,13.536,13.907,19.343,19.956,18.73,17.973,18.316,17.63,753.532,19.96333333
2024-11-11 01:00:00,,,,,,,,60.067,,,16.6815,16.813,16.55,23.4565,24.197,22.716,21.419,22.061,20.777,753.053,20.0
2024-11-11 01:00:00,,,,,,,,60.067,,,16.6815,16.813,16.55,23.4565,24.197,22.716,21.419,22.061,20.777,753.053,20.0
2024-11-11 02:00:00,,,,,,,,60.434,,,16.8025,16.899,16.706,23.251,23.816,22.686,21.3645,21.888,20.841,752.528,19.79611111
2024-11-11 02:00:00,,,,,,,,60.434,,,16.8025,16.899,16.706,23.251,23.816,22.686,21.3645,21.888,20.841,752.528,19.79611111
2024-11-11 03:00:00,,,,,,,,61.233,,,22.1285,22.331,21.926,35.3515,36.135,34.568,30.232,30.86,29.604,752.376,19.72222222
2024-11-11 03:00:00,,,,,,,,61.233,,,22.1285,22.331,21.926,35.3515,36.135,34.568,30.232,30.86,29.604,752.376,19.72222222
2024-11-11 04:00:00,,,,,,,,61.0,,,20.8235,21.011,20.636,31.609,32.793,30.425,27.6745,28.413,26.936,752.713,19.98111111
2024-11-11 04:00:00,,,,,,,,61.0,,,20.8235,21.011,20.636,31.609,32.793,30.425,27.6745,28.413,26.936,752.713,19.98111111
2024-11-11 05:00:00,,,,,,,,61.534,,,17.8075,17.958,17.657,25.618,26.707,24.529,23.0465,23.785,22.308,753.314,19.44444444
2024-11-11 05:00:00,,,,,,,,61.534,,,17.8075,17.958,17.657,25.618,26.707,24.529,23.0465,23.785,22.308,753.314,19.44444444
2024-11-11 06:00:00,,,,,,,,59.733,,,26.344,26.441,26.247,46.0185,46.502,45.535,37.1325,37.6,36.665,753.932,19.92611111
2024-11-11 06:00:00,,,,,,,,59.733,,,26.344,26.441,26.247,46.0185,46.502,45.535,37.1325,37.6,36.665,753.932,19.92611111
2024-11-11 07:00:00,,,,,,,,54.394,,,22.3825,22.038,22.727,39.149,39.329,38.969,32.286,32.395,32.177,754.477,21.72222222
2024-11-11 07:00:00,,,,,,,,54.394,,,22.3825,22.038,22.727,39.149,39.329,38.969,32.286,32.395,32.177,754.477,21.72222222
2024-11-11 08:00:00,,,,,,,,53.633,,,18.829,18.644,19.014,30.3135,30.626,30.001,25.992,26.269,25.715,755.087,22.0
2024-11-11 08:00:00,,,,,,,,53.633,,,18.829,18.644,19.014,30.3135,30.626,30.001,25.992,26.269,25.715,755.087,22.0
2024-11-11 09:00:00,,,,,,,,47.686,,,19.462,19.27,19.654,29.635,30.464,28.806,25.85,26.369,25.331,754.942,23.73944444
2024-11-11 09:00:00,,,,,,,,47.686,,,19.462,19.27,19.654,29.635,30.464,28.806,25.85,26.369,25.331,754.942,23.73944444
2024-11-11 10:00:00,,,,,,,,43.05,,,19.073,18.806,19.34,27.1215,27.658,26.585,24.281,24.759,23.803,754.451,24.98611111
2024-11-11 10:00:00,,,,,,,,43.05,,,19.073,18.806,19.34,27.1215,27.658,26.585,24.281,24.759,23.803,754.451,24.98611111
2024-11-11 11:00:00,,,,,,,,44.066,,,14.759,14.693,14.825,19.5565,20.083,19.03,18.3135,18.825,17.802,753.483,25.18555556
2024-11-11 11:00:00,,,,,,,,44.066,,,14.759,14.693,14.825,19.5565,20.083,19.03,18.3135,18.825,17.802,753.483,25.18555556
2024-11-11 12:00:00,,,,,,,,52.233,,,14.3865,14.248,14.525,20.18,20.62,19.74,18.291,18.716,17.866,752.696,23.25944444
2024-11-11 12:00:00,,,,,,,,52.233,,,14.3865,14.248,14.525,20.18,20.62,19.74,18.291,18.716,17.866,752.696,23.25944444
2024-11-11 13:00:00,,,,,,,,66.9,,,14.833,14.936,14.73,22.763,23.282,22.244,19.4275,19.968,18.887,752.399,18.98166667
2024-11-11 13:00:00,,,,,,,,66.9,,,14.833,14.936,14.73,22.763,23.282,22.244,19.4275,19.968,18.887,752.399,18.98166667
2024-11-11 14:00:00,,,,,,,,66.666,,,16.2625,16.204,16.321,22.2295,23.172,21.287,20.804,21.522,20.086,752.093,19.92611111
2024-11-11 14:00:00,,,,,,,,66.666,,,16.2625,16.204,16.321,22.2295,23.172,21.287,20.804,21.522,20.086,752.093,19.92611111
2024-11-11 15:00:00,,,,,,,,64.034,,,10.1275,10.266,9.989,13.194,13.916,12.472,12.5665,13.21,11.923,751.821,20.15444444
2024-11-11 15:00:00,,,,,,,,64.034,,,10.1275,10.266,9.989,13.194,13.916,12.472,12.5665,13.21,11.923,751.821,20.15444444
2024-11-11 16:00:00,,,,,,,,60.9,,,8.672,8.939,8.405,10.9885,11.741,10.236,10.5285,11.182,9.875,751.85,20.66666667
2024-11-11 16:00:00,,,,,,,,60.9,,,8.672,8.939,8.405,10.9885,11.741,10.236,10.5285,11.182,9.875,751.85,20.66666667
2024-11-11 17:00:00,,,,,,,,61.3,,,10.286,10.31,10.262,13.611,14.198,13.024,12.9985,13.486,12.511,751.834,20.14833333
2024-11-11 17:00:00,,,,,,,,61.3,,,10.286,10.31,10.262,13.611,14.198,13.024,12.9985,13.486,12.511,751.834,20.14833333
2024-11-11 18:00:00,,,,,,,,62.883,,,21.7525,21.884,21.621,33.441,34.7,32.182,29.168,29.978,28.358,752.27,19.68944444
2024-11-11 18:00:00,,,,,,,,62.883,,,21.7525,21.884,21.621,33.441,34.7,32.182,29.168,29.978,28.358,752.27,19.68944444
2024-11-11 19:00:00,,,,,,,,63.2,,,25.721,25.997,25.445,42.187,43.919,40.455,34.8895,35.691,34.088,752.878,19.55555556
2024-11-11 19:00:00,,,,,,,,63.2,,,25.721,25.997,25.445,42.187,43.919,40.455,34.8895,35.691,34.088,752.878,19.55555556
2024-11-11 20:00:00,,,,,,,,63.5,,,30.83,31.08,30.58,55.8915,56.972,54.811,43.628,44.308,42.948,753.438,19.05555556
2024-11-11 20:00:00,,,,,,,,63.5,,,30.83,31.08,30.58,55.8915,56.972,54.811,43.628,44.308,42.948,753.438,19.05555556
2024-11-11 21:00:00,,,,,,,,63.3,,,28.771,28.966,28.576,50.4745,51.663,49.286,40.2065,40.995,39.418,753.884,19.29611111
2024-11-11 21:00:00,,,,,,,,63.3,,,28.771,28.966,28.576,50.4745,51.663,49.286,40.2065,40.995,39.418,753.884,19.29611111
2024-11-11 22:00:00,,,,,,,,62.6,,,29.907,29.916,29.898,54.244,55.288,53.2,42.458,42.938,41.978,753.766,19.38888889
2024-11-11 22:00:00,,,,,,,,62.6,,,29.907,29.916,29.898,54.244,55.288,53.2,42.458,42.938,41.978,753.766,19.38888889
2024-11-11 23:00:00,,,,,,,,62.567,,,23.949,23.959,23.939,39.8665,41.001,38.732,33.266,33.77,32.762,753.322,18.87055556
2024-11-11 23:00:00,,,,,,,,62.567,,,23.949,23.959,23.939,39.8665,41.001,38.732,33.266,33.77,32.762,753.322,18.87055556
2024-11-12 00:00:00,,,,,,,,63.367,,,19.5245,19.437,19.612,30.113,30.921,29.305,26.6835,27.162,26.205,752.824,18.72222222
2024-11-12 00:00:00,,,,,,,,63.367,,,19.5245,19.437,19.612,30.113,30.921,29.305,26.6835,27.162,26.205,752.824,18.72222222
2024-11-12 01:00:00,,,,,,,,62.8,,,13.6615,13.597,13.726,19.777,20.214,19.34,17.9095,18.269,17.55,752.398,18.88888889
2024-11-12 01:00:00,,,,,,,,62.8,,,13.6615,13.597,13.726,19.777,20.214,19.34,17.9095,18.269,17.55,752.398,18.88888889
2024-11-12 02:00:00,,,,,,,,62.9,,,7.593,7.994,7.192,10.5675,11.309,9.826,9.3135,10.01,8.617,752.255,18.88888889
2024-11-12 02:00:00,,,,,,,,62.9,,,7.593,7.994,7.192,10.5675,11.309,9.826,9.3135,10.01,8.617,752.255,18.88888889
2024-11-12 03:00:00,,,,,,,,62.466,,,12.3215,12.6,12.043,17.0745,18.066,16.083,15.4675,16.192,14.743,752.286,19.14777778
2024-11-12 03:00:00,,,,,,,,62.466,,,12.3215,12.6,12.043,17.0745,18.066,16.083,15.4675,16.192,14.743,752.286,19.14777778
2024-11-12 04:00:00,,,,,,,,61.1,,,18.4045,19.341,17.468,27.0915,28.992,25.191,23.115,24.664,21.566,752.654,19.37055556
2024-11-12 04:00:00,,,,,,,,61.1,,,18.4045,19.341,17.468,27.0915,28.992,25.191,23.115,24.664,21.566,752.654,19.37055556
2024-11-12 05:00:00,,,,,,,,61.933,,,17.6885,18.485,16.892,26.074,27.619,24.529,22.5755,23.82,21.331,753.166,18.88888889
2024-11-12 05:00:00,,,,,,,,61.933,,,17.6885,18.485,16.892,26.074,27.619,24.529,22.5755,23.82,21.331,753.166,18.88888889
2024-11-12 06:00:00,,,,,,,,60.3,,,23.348,24.356,22.34,36.5575,38.628,34.487,30.204,31.776,28.632,753.808,19.38888889
2024-11-12 06:00:00,,,,,,,,60.3,,,23.348,24.356,22.34,36.5575,38.628,34.487,30.204,31.776,28.632,753.808,19.38888889
